year	stock	age	CAA
2011	mackerel	9	0.0
2012	mackerel	9	0.0
2013	mackerel	9	0.0
2014	mackerel	9	0.0
2015	mackerel	9	0.0
2016	mackerel	9	0.0
1968	mackerel	10	48.0
1969	mackerel	10	1431.0
1970	mackerel	10	3358.0
1971	mackerel	10	11935.0
1972	mackerel	10	4433.0
1973	mackerel	10	4502.0
1974	mackerel	10	2646.0
1975	mackerel	10	3083.0
1976	mackerel	10	14245.0
1977	mackerel	10	2694.0
1978	mackerel	10	4803.0
1979	mackerel	10	4043.0
1980	mackerel	10	3202.0
1981	mackerel	10	1608.0
1982	mackerel	10	2596.0
1983	mackerel	10	2899.0
1984	mackerel	10	8360.0
1985	mackerel	10	7266.0
1986	mackerel	10	4173.0
1987	mackerel	10	2815.0
1988	mackerel	10	4980.0
1989	mackerel	10	1471.0
1990	mackerel	10	923.0
1991	mackerel	10	643.0
1992	mackerel	10	5571.0
1993	mackerel	10	1559.0
1994	mackerel	10	1247.0
1995	mackerel	10	432.0
1996	mackerel	10	168.0
1997	mackerel	10	861.0
1998	mackerel	10	779.0
1999	mackerel	10	745.0
2000	mackerel	10	89.0
2001	mackerel	10	3.0
2002	mackerel	10	4.0
2003	mackerel	10	0.0
2004	mackerel	10	0.0
2005	mackerel	10	350.0
2006	mackerel	10	44.0
2007	mackerel	10	0.0
2008	mackerel	10	15.0
2009	mackerel	10	38.0
2010	mackerel	10	0.0
2011	mackerel	10	0.0
2012	mackerel	10	0.0
2013	mackerel	10	0.0
2014	mackerel	10	0.0
2015	mackerel	10	0.0
2016	mackerel	10	0.0
